OBJECTID,TYPE,YEAR,DATE_,TIME,CCN,AGE,OFFENSE_DISTRICT,OFFENSE_PSA,OFFENSE_BLOCKX,OFFENSE_BLOCKY,DEFENDANT_PSA,DEFENDANT_DISTRICT,RACE,ETHNICITY,SEX,CATEGORY,DESCRIPTION,ADDRESS,ARREST_BLOCKX,ARREST_BLOCKY,DATETIME
100,Possession with intent to distribute,2012,2012/01/11 05:00:00+00,11:20:00,"b',#<\xef\xbc\x9c2'",25,5D,502,399700,138000,Out of State,Out of State,B ,N ,F,Narcotics,Ucsa Pwid Marijuana,1500 BLOCK OF ECKINGTON PL NE,399700,138000,2012/01/11 16:20:00+00
101,Possession,2012,2012/01/11 05:00:00+00,15:10:00,b'+h\xcd\xce\xf2\x92\x8f',29,2D,207,396400,137000,507,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1800 BLOCK OF I ST NE,402000,137100,2012/01/11 20:10:00+00
102,Possession,2012,2012/01/11 05:00:00+00,15:50:00,b'\xbb\x82R\x03b>\xae',31,1D,108,401400,136700,505,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF 14TH PL NE,401400,136700,2012/01/11 20:50:00+00
103,Possession,2012,2012/01/11 05:00:00+00,15:57:00,"b""\xaa\xbff\xf8'\x81\x11""",35,6D,602,406100,136000,,,U,U ,M,Narcotics,Ucsa Possession Marijuana,50TH ST NE,406200,137300,2012/01/11 20:57:00+00
104,Possession with intent to distribute,2012,2012/01/11 05:00:00+00,16:00:00,b'\x8bw\x90\xe9\x92\xb6\xbc',29,6D,602,404800,136800,,,U,U ,M,Narcotics,Ucsa Pwid Marijuana,4000 BLOCK OF GRANT ST NE,404800,136800,2012/01/11 21:00:00+00
105,Possession with intent to distribute,2012,2012/01/11 05:00:00+00,21:05:00,b'\x8d\xd1&\x87\xdc\xe0\xab',36,6D,602,405000,136500,406,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,4200 BLOCK OF EADS ST NE,405200,136400,2012/01/12 02:05:00+00
106,Possession,2012,2012/01/11 05:00:00+00,21:07:00,b'\xc7\x9aV\x9b\xe0\x97\xbc',37,7D,706,400000,129500,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,XENIA ST SE,0,0,2012/01/12 02:07:00+00
107,Possession,2012,2012/01/11 05:00:00+00,21:45:00,b'\x86\xbb\x05\x88\xa3w\xb6',23,1D,105,399000,133700,105,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1500 BLOCK OF 1ST ST SW,399000,133700,2012/01/12 02:45:00+00
108,Distribution,2012,2012/01/11 05:00:00+00,Juvenile,Juvenile,Juvenile,1D,102,0,0,101,1D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Distributing Marijuana,Juvenile,0,0,2012/01/11 05:00:00+00
109,Possession,2012,2012/01/12 05:00:00+00,2:45:00,b'5sj\x18\xd4=@',23,5D,503,402400,138800,Out of State,Out of State,W ,N ,F,Narcotics,Ucsa Possession Marijuana,NEW YORK AVE NE,399200,137700,2012/01/12 07:45:00+00
110,Possession with intent to distribute,2012,2012/01/12 05:00:00+00,12:37:00,b'cZ\xf6y\x1d\x890',25,4D,402,398300,144500,402,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,UNDERWOOD ST NW,397300,144600,2012/01/12 17:37:00+00
111,Distribution,2012,2012/01/12 05:00:00+00,16:17:00,b'\xb6\x1da\xf5}\x04\x04',20,6D,601,405600,138200,601,6D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,1600 BLOCK OF KENILWORTH AVE NE,405600,138200,2012/01/12 21:17:00+00
112,Possession,2012,2012/01/12 05:00:00+00,16:24:00,b'H\xe7\xaa\x0c\xaeW\xaf',27,6D,601,405500,138300,706,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,4500 BLOCK OF QUARLES ST NE,405500,138300,2012/01/12 21:24:00+00
113,Possession,2012,2012/01/12 05:00:00+00,16:30:00,b'\x10T~Nm\x13\xdf',49,4D,409,397200,140700,101,1D,U,H ,M,Narcotics,Ucsa Possession Marijuana,3500 BLOCK OF 14TH ST NW,397100,140700,2012/01/12 21:30:00+00
114,Possession,2012,2012/01/12 05:00:00+00,17:21:00,b'\xa0\x8b\xdd\xaa\n\x0b\xd7',31,6D,608,406700,136000,608,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,200 BLOCK OF 55TH ST NE,406700,136000,2012/01/12 22:21:00+00
115,Possession with intent to distribute,2012,2012/01/12 05:00:00+00,19:00:00,b'\xa3J\xe9$\xbc\x9b\xcb',20,7D,704,401700,131100,601,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3200 BLOCK OF STANTON RD SE,401700,131100,2012/01/13 00:00:00+00
116,Possession with intent to distribute,2012,2012/01/12 05:00:00+00,19:00:00,b'\xa3J\xe9$\xbc\x9b\xcb',35,7D,704,401700,131100,604,6D,B ,U ,F,Narcotics,Ucsa Pwid Marijuana,3200 BLOCK OF STANTON RD SE,401700,131100,2012/01/13 00:00:00+00
117,Possession with intent to distribute,2012,2012/01/12 05:00:00+00,19:00:00,b'\xa3J\xe9$\xbc\x9b\xcb',41,7D,704,401700,131100,604,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3200 BLOCK OF STANTON RD SE,401700,131100,2012/01/13 00:00:00+00
118,Distribution,2012,2012/01/12 05:00:00+00,19:29:00,b'\x17\x9cj[q\x1fh',45,7D,702,403000,131500,108,1D,B ,U ,M,Narcotics,Ucsa Distributing Marijuana,3100 BLOCK OF BUENA VISTA TER SE,403000,131400,2012/01/13 00:29:00+00
119,Possession,2012,2012/01/12 05:00:00+00,19:50:00,b'\xd9<F\x10\xb3\x8a\xcb',29,5D,505,401000,139400,601,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,SARATOGA AVE NE,0,0,2012/01/13 00:50:00+00
120,Possession,2012,2012/01/12 05:00:00+00,20:15:00,b'T\xf1\xc8\x8dC\xa5_',25,5D,507,402100,136900,108,1D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,800 BLOCK OF 20TH ST NE,402100,136900,2012/01/13 01:15:00+00
121,Possession,2012,2012/01/12 05:00:00+00,20:30:00,b'\xf22^\xdcN\xb7\x99',43,1D,102,398600,137200,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4TH ST NW,398900,136800,2012/01/13 01:30:00+00
122,Possession,2012,2012/01/12 05:00:00+00,20:30:00,b'\xc4\xa9\xa5x~2\xac',43,3D,308,398100,137800,308,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF 7TH ST NW,398100,137800,2012/01/13 01:30:00+00
123,Possession,2012,2012/01/12 05:00:00+00,20:50:00,b'\x9avr\x85\x0f\xb8\x7f',35,2D,207,396800,137300,506,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,16TH ST NE,401500,140700,2012/01/13 01:50:00+00
124,Possession,2012,2012/01/13 05:00:00+00,16:05:00,"b'pw""\xf2\xc8\x89\xb5'",24,6D,601,404600,137300,703,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3700 BLOCK OF JAY ST NE,0,0,2012/01/13 21:05:00+00
125,Possession,2012,2012/01/13 05:00:00+00,16:10:00,b'\xafg\xf6\xfc\xf4Xo',32,3D,301,397100,139000,,,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1400 BLOCK OF W ST NW,397100,139000,2012/01/13 21:10:00+00
126,Possession,2012,2012/01/13 05:00:00+00,17:15:00,"b'\x83j;\x19\xe2UE'",22,6D,603,404300,136300,603,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3900 BLOCK OF MINNESOTA AVE NE,404300,136300,2012/01/13 22:15:00+00
127,Possession,2012,2012/01/13 05:00:00+00,17:40:00,b'\x8d\xcc\x85-\x93}\xbc',28,7D,703,401300,131700,103,1D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,2400 BLOCK OF ELVANS RD SE,401300,131700,2012/01/13 22:40:00+00
128,Possession,2012,2012/01/13 05:00:00+00,17:40:00,b'\xf20\xee\xec\x97Yj',46,1D,103,398800,136500,501,5D,B ,U ,F,Narcotics,Ucsa Possession Marijuana,E ST NW,398700,136500,2012/01/13 22:40:00+00
129,Possession,2012,2012/01/13 05:00:00+00,17:40:00,b'\xf20\xee\xec\x97Yj',47,1D,103,398800,136500,103,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,100 BLOCK OF E ST NW,398800,136500,2012/01/13 22:40:00+00
130,Possession,2012,2012/01/13 05:00:00+00,18:05:00,"b""!\xe7'yT\xd8h""",23,4D,403,397600,142700,Out of State,Out of State,B ,N ,F,Narcotics,Ucsa Possession Marijuana,5100 BLOCK OF GEORGIA AVE NW,0,0,2012/01/13 23:05:00+00
131,Possession,2012,2012/01/13 05:00:00+00,18:05:00,"b""!\xe7'yT\xd8h""",24,4D,403,397600,142700,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5100 BLOCK OF GEORGIA AVE NW,0,0,2012/01/13 23:05:00+00
132,Possession,2012,2012/01/13 05:00:00+00,19:00:00,b'\\\x94o\x10=\t(',36,3D,305,397400,138800,608,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF U ST NW,397400,138800,2012/01/14 00:00:00+00
133,Possession,2012,2012/01/13 05:00:00+00,19:10:00,b'\xde\x9f\x8cB\xd7A\x10',29,3D,303,396600,139200,301,3D,W ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF CHAMPLAIN REAR ST NW,396400,139100,2012/01/14 00:10:00+00
134,Possession,2012,2012/01/13 05:00:00+00,21:28:00,b'^6\xd5f\xd3\x10n',21,7D,704,402300,130900,101,1D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3400 BLOCK OF 22ND ST SE,402300,130900,2012/01/14 02:28:00+00
135,Possession,2012,2012/01/13 05:00:00+00,22:35:00,b'l\x99\xe2B#^G',18,3D,306,398100,139900,306,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,GRESHAM PL NW,397900,139800,2012/01/14 03:35:00+00
136,Possession,2012,2012/01/13 05:00:00+00,22:35:00,b'l\x99\xe2B#^G',18,3D,306,398100,139900,306,3D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,GRESHAM PL NW,397900,139800,2012/01/14 03:35:00+00
137,Possession,2012,2012/01/14 05:00:00+00,13:24:00,b'\xd5\xaf\xdc\x01\x04\xc3\x7f',32,2D,206,394900,137500,302,3D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,M ST SE,399600,134300,2012/01/14 18:24:00+00
138,Distribution,2012,2012/01/14 05:00:00+00,13:27:00,b'\xd5\xaf\xdc\x01\x04\xc3\x7f',48,2D,206,394900,137500,607,6D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,M ST SE,399600,134300,2012/01/14 18:27:00+00
139,Distribution,2012,2012/01/14 05:00:00+00,13:28:00,b'|!\tb\xc2&\xc1',21,6D,605,403000,134300,605,6D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,MINNESOTA / M ST SE,0,0,2012/01/14 18:28:00+00
140,Distribution,2012,2012/01/14 05:00:00+00,13:42:00,b'\xd5\xaf\xdc\x01\x04\xc3\x7f',24,2D,206,394900,137500,605,6D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,MINNESOTA AVE SE,402000,133600,2012/01/14 18:42:00+00
141,Possession with intent to distribute,2012,2012/01/14 05:00:00+00,14:00:00,b'\x1a\xa4tF\xf1\xca\xcc',18,7D,701,401700,133100,702,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,GOODHOPE RD SE,0,0,2012/01/14 19:00:00+00
142,Possession,2012,2012/01/14 05:00:00+00,14:00:00,b'g\xceE+\x9e&\xa8',23,5D,507,402000,136700,507,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,19TH ST NE,402000,136100,2012/01/14 19:00:00+00
143,Possession with intent to distribute,2012,2012/01/14 05:00:00+00,14:25:00,b'(5\x04\x9bF\x85\xaf',21,6D,601,404300,137400,602,6D,B ,N ,F,Narcotics,Ucsa Pwid Marijuana,3600 BLOCK OF JAY ST NE,404300,137400,2012/01/14 19:25:00+00
144,Possession with intent to distribute,2012,2012/01/14 05:00:00+00,14:25:00,b'(5\x04\x9bF\x85\xaf',24,6D,601,404300,137400,601,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3600 BLOCK OF JAY ST NE,404300,137400,2012/01/14 19:25:00+00
145,Possession,2012,2012/01/14 05:00:00+00,16:00:00,b'w\x01\xb9]Kxo',27,6D,602,405100,136300,602,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,4200 BLOCK OF CLAY ST NE,405100,136300,2012/01/14 21:00:00+00
146,Possession,2012,2012/01/14 05:00:00+00,16:13:00,b'\x01\x00\xdc\xf4\x87\xed\xfc',28,3D,304,397700,139400,702,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF 11TH ST NW,397700,139400,2012/01/14 21:13:00+00
147,Possession,2012,2012/01/14 05:00:00+00,16:15:00,b'\x01\x00\xdc\xf4\x87\xed\xfc',21,3D,304,397700,139400,603,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF 11TH ST NW,397700,139400,2012/01/14 21:15:00+00
148,Possession,2012,2012/01/14 05:00:00+00,16:15:00,b'\x01\x00\xdc\xf4\x87\xed\xfc',33,3D,304,397700,139400,,,B ,N ,F,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF 11TH ST NW,397800,139300,2012/01/14 21:15:00+00
149,Possession,2012,2012/01/14 05:00:00+00,16:19:00,"b';\xb6\r\xc1]\xebP'",31,3D,306,398600,139000,705,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2100 BLOCK OF 4TH ST NW,0,0,2012/01/14 21:19:00+00
150,Possession,2012,2012/01/14 05:00:00+00,17:30:00,b'\x16\xb6U\xec\x07\xed\xed',25,3D,301,397200,138300,607,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF 14TH ST SE,397200,138300,2012/01/14 22:30:00+00
151,Possession,2012,2012/01/14 05:00:00+00,17:30:00,b'\x16\xb6U\xec\x07\xed\xed',26,3D,301,397200,138300,708,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF 14TH ST SE,397200,138300,2012/01/14 22:30:00+00
152,Possession,2012,2012/01/14 05:00:00+00,17:30:00,b'\x16\xb6U\xec\x07\xed\xed',42,3D,301,397200,138300,607,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF 14TH ST SE,397200,138300,2012/01/14 22:30:00+00
153,Possession,2012,2012/01/14 05:00:00+00,17:32:00,b'\x01\x00\xdc\xf4\x87\xed\xfc',22,3D,304,397700,139400,403,4D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF 11TH ST NW,397700,139400,2012/01/14 22:32:00+00
154,Possession,2012,2012/01/14 05:00:00+00,17:32:00,b'\x01\x00\xdc\xf4\x87\xed\xfc',54,3D,304,397700,139400,304,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF 11TH ST NW,397700,139400,2012/01/14 22:32:00+00
155,Possession,2012,2012/01/14 05:00:00+00,20:05:00,"b'e,\x1c\xd5\x1al\xf6'",27,4D,403,397500,143600,402,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5800 BLOCK OF COLORADO AVE NW,397500,143600,2012/01/15 01:05:00+00
156,Possession,2012,2012/01/14 05:00:00+00,20:37:00,b'w\x92\x0ef\xd5\x10*',35,5D,502,398400,139200,107,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,8TH ST NW,398000,138300,2012/01/15 01:37:00+00
157,Possession,2012,2012/01/14 05:00:00+00,21:30:00,b'\xd1\xab\rd\xff\x8a\xfe',53,6D,604,403900,135500,606,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3600 BLOCK OF ALABAMA AVE SE,403900,132900,2012/01/15 02:30:00+00
158,Possession,2012,2012/01/14 05:00:00+00,22:20:00,"b""'\x83\xa5\xdaZ\x9c\xd8""",25,6D,608,405300,136000,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4400 BLOCK OF BENNING RD NE,405300,136000,2012/01/15 03:20:00+00
159,Possession,2012,2012/01/14 05:00:00+00,Juvenile,Juvenile,Juvenile,6D,605,0,0,603,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,0,0,2012/01/14 05:00:00+00
160,Possession with intent to distribute,2012,2012/01/15 05:00:00+00,19:20:00,b'\xb14\x13~\x1a\x7f}',27,6D,608,407600,136300,502,5D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,400 BLOCK OF EASTERN AVE NE,407600,136300,2012/01/16 00:20:00+00
161,Possession with intent to distribute,2012,2012/01/15 05:00:00+00,19:50:00,b'\xe5\xfdR\x85\x03\x9c2',31,5D,501,399200,138000,409,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,NORTH CAPITOL ST NE,399200,138100,2012/01/16 00:50:00+00
162,Possession with intent to distribute,2012,2012/01/15 05:00:00+00,23:25:00,"b""\xcc\x8c\x0e\xd1'R}""",31,6D,608,407100,136100,405,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,CLAY ST NE,405600,136200,2012/01/16 04:25:00+00
163,Possession,2012,2012/01/16 05:00:00+00,1:05:00,b'A|\x02a\xfe\xf7\x93',42,2D,208,395900,138000,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2100 BLOCK OF P ST NW,395900,138000,2012/01/16 06:05:00+00
164,Possession,2012,2012/01/16 05:00:00+00,15:52:00,b'\x9dA\xf3\x02\xf9\x06\x8b',50,4D,403,398100,143200,407,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,7TH ST NW,398100,137700,2012/01/16 20:52:00+00
165,Possession with intent to distribute,2012,2012/01/17 05:00:00+00,17:50:00,b'\xfd\t\x937\xbf\xf8\xa6',18,7D,707,399900,130200,706,7D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,3400 BLOCK OF 4TH ST SE,399900,130200,2012/01/17 22:50:00+00
166,Possession,2012,2012/01/17 05:00:00+00,21:45:00,b'3H\x9c\xee\x16\xcd\x86',20,5D,507,402200,136500,506,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,500 BLOCK OF 21 ST NE,402200,136500,2012/01/18 02:45:00+00
167,Possession,2012,2012/01/18 05:00:00+00,16:30:00,b'oB\x96>\xa6\xd3\xe7',24,3D,308,398200,137400,103,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,6TH ST NW,398300,137200,2012/01/18 21:30:00+00
168,Possession,2012,2012/01/18 05:00:00+00,16:40:00,b'J\xa49O\xd2E\x9d',49,5D,506,401500,137000,506,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,800 BLOCK OF BLADENSBURG RD NE,401500,137000,2012/01/18 21:40:00+00
169,Possession,2012,2012/01/18 05:00:00+00,17:02:00,b'\x9d\xe3\x16\xc3\xfd\x9b\r',29,6D,602,405200,136900,601,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4300 BLOCK OF HAYES ST NE,0,0,2012/01/18 22:02:00+00
170,Possession,2012,2012/01/18 05:00:00+00,17:02:00,b'\x05\x1c\x82\x95iQ\x1e',32,6D,602,405200,136900,607,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,HAYES ST NE,404400,137200,2012/01/18 22:02:00+00
171,Possession with intent to distribute,2012,2012/01/18 05:00:00+00,17:02:00,b'.\x14\xae\x17\x12\xaf\xfc',44,6D,602,405300,136900,602,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,5300 BLOCK OF HAYES ST NE,0,0,2012/01/18 22:02:00+00
172,Possession,2012,2012/01/18 05:00:00+00,17:49:00,b'\x1f\xb9\x1a\xc1\xc68=',48,5D,506,401300,138000,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,LOT 1201 MT OLIVET RD NE,0,0,2012/01/18 22:49:00+00
173,Possession with intent to distribute,2012,2012/01/18 05:00:00+00,18:40:00,"b'\x00U\x83k""\x8b<'",24,4D,407,398600,142400,404,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,300 BLOCK OF EMERSON ST NW,398600,142400,2012/01/18 23:40:00+00
174,Possession,2012,2012/01/18 05:00:00+00,19:20:00,b'\x0b)\x19\x1f\xc6\xd6\x04',22,3D,302,398100,140500,503,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF MORTON ST NW,398100,140500,2012/01/19 00:20:00+00
175,Possession,2012,2012/01/18 05:00:00+00,20:45:00,b'.\xca*\xf2\xa4\xec\x8d',26,6D,601,405400,138200,103,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4400 BLOCK OF PONDS ST NE,405400,138200,2012/01/19 01:45:00+00
176,Possession,2012,2012/01/18 05:00:00+00,21:10:00,b'\xe7X\xd9{i\x03\x02',48,5D,506,401800,137700,,,W ,N ,F,Narcotics,Ucsa Possession Marijuana,MT OLIVET RD / BLADENSBURG RD NE,0,0,2012/01/19 02:10:00+00
177,Possession with intent to distribute,2012,2012/01/18 05:00:00+00,23:00:00,b'\xe6\xac\xad\xca\xa1\x1f\xf1',29,7D,707,400200,131000,707,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,600 BLOCK OF MELLON ST SE,400200,131000,2012/01/19 04:00:00+00
178,Possession with intent to distribute,2012,2012/01/18 05:00:00+00,Juvenile,Juvenile,Juvenile,6D,604,0,0,603,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,0,0,2012/01/18 05:00:00+00
179,Possession,2012,2012/01/19 05:00:00+00,0:11:00,b'g\x94\x89\x81\xd6s\xc8',20,3D,307,397400,137700,305,3D,W ,N ,M,Narcotics,Ucsa Possession Marijuana,13TH ST NW,397200,141300,2012/01/19 05:11:00+00
180,Possession,2012,2012/01/19 05:00:00+00,7:20:00,b'\x8bd\x9a\x1e\xba\x00\x8b',25,4D,406,399300,143300,406,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5600 BLOCK OF NEW HAMPSHIRE AVE NE,399300,143300,2012/01/19 12:20:00+00
181,Possession,2012,2012/01/19 05:00:00+00,11:25:00,b'\xba\xfc\x00\xefN\xdc\xe6',20,6D,603,403700,136300,704,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4600 BLOCK OF MLK AVE SW,399100,128300,2012/01/19 16:25:00+00
182,Possession with intent to distribute,2012,2012/01/19 05:00:00+00,12:00:00,b'\xe6\x13\x19!\x0f\xc6\xf7',25,4D,407,398500,142100,604,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,BUCHANNAN ST NW,0,0,2012/01/19 17:00:00+00
183,Possession,2012,2012/01/19 05:00:00+00,18:20:00,b'\xc7|\xdd\x19YK`',33,5D,507,401800,136800,502,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,BENNING RD NE,401700,136900,2012/01/19 23:20:00+00
184,Distribution,2012,2012/01/19 05:00:00+00,18:33:00,b'\x9a\xe1I\xb7\xea\x93\xf7',33,5D,506,401600,137600,506,5D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,MEIGS PL NE,0,0,2012/01/19 23:33:00+00
185,Possession,2012,2012/01/19 05:00:00+00,21:00:00,b'\xd5\xf1\x90o\xb4\xf8\xcb',27,5D,507,403700,136000,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,KENILWORTH AVE NE,404600,136800,2012/01/20 02:00:00+00
186,Possession,2012,2012/01/19 05:00:00+00,23:50:00,b'\x99\xb4{{\x9d\x01\x13',19,2D,202,0,0,202,2D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,4700 BLOCK OF BELT RD NW,0,0,2012/01/20 04:50:00+00
187,Possession,2012,2012/01/19 05:00:00+00,23:50:00,b'\x99\xb4{{\x9d\x01\x13',19,2D,202,0,0,204,2D,W ,N ,M,Narcotics,Ucsa Possession Marijuana,4700 BLOCK OF BELT RD NW,0,0,2012/01/20 04:50:00+00
188,Possession,2012,2012/01/20 05:00:00+00,14:20:00,b'f\xfaI\x1a\xf9i\x10',35,6D,608,405400,135800,604,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,4500 BLOCK OF BENNING RD SE,405500,135700,2012/01/20 19:20:00+00
189,Possession,2012,2012/01/20 05:00:00+00,15:45:00,b'\x9d*B\x99\x0c\x91\xc6',21,3D,304,397200,139600,708,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF FAIRMONT ST NW,397200,139600,2012/01/20 20:45:00+00
190,Possession,2012,2012/01/20 05:00:00+00,18:45:00,b'\x08oA\xe8\xf1\x01]',23,1D,106,400800,134500,507,5D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,1100 BLOCK OF K ST SE,400800,134500,2012/01/20 23:45:00+00
191,Possession,2012,2012/01/20 05:00:00+00,18:45:00,"b'\x1d\xfe\xeb;\x9b\x04\x14'",65,1D,106,400800,134500,108,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1100 BLOCK OF K ST SE,400800,134500,2012/01/20 23:45:00+00
192,Possession,2012,2012/01/20 05:00:00+00,23:10:00,b'\x83\xa6\x11\xb4m\x0bP',41,1D,102,398600,136900,106,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,800 BLOCK OF 4TH ST NW,398500,134700,2012/01/21 04:10:00+00
193,Possession with intent to distribute,2012,2012/01/20 05:00:00+00,23:23:00,b'OD\n\xe2\x82\xf6\x9a',22,3D,501,398900,138300,501,5D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,FIRST ST NW,0,0,2012/01/21 04:23:00+00
194,Possession,2012,2012/01/21 05:00:00+00,1:00:00,b'S\x11\xb5\x92\x16\xcb\x1f',39,3D,301,396700,138300,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,17TH / R ST NW,396700,138300,2012/01/21 06:00:00+00
195,Possession,2012,2012/01/21 05:00:00+00,1:15:00,"b'\x93X\xaf\xc3;\xa4F'",56,3D,308,398300,138400,308,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF 6TH ST NW,398300,138400,2012/01/21 06:15:00+00
196,Possession with intent to distribute,2012,2012/01/21 05:00:00+00,7:35:00,b'\x1b\x1f\xff\xcc\xec[\x7f',36,7D,706,401200,129700,706,7D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1200 BLOCK OF SOUTHERN AVE SE,401200,129700,2012/01/21 12:35:00+00
197,Possession,2012,2012/01/21 05:00:00+00,17:20:00,b'\x8aV{\xcb:\xc2r',18,5D,507,401700,136500,106,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,17TH ST N,0,0,2012/01/21 22:20:00+00
198,Possession,2012,2012/01/21 05:00:00+00,17:20:00,b'] \xc5l\x8e9\xe4',48,1D,103,398800,136500,304,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,100 BLOCK OF E ST NW,398800,136500,2012/01/21 22:20:00+00
199,Possession,2012,2012/01/21 05:00:00+00,21:10:00,b'\xa5\xdf\x02\x90\xa7}\xdd',24,3D,302,398100,140500,302,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF MORTON ST NW,398100,140500,2012/01/22 02:10:00+00
200,Possession,2012,2012/01/21 05:00:00+00,22:20:00,b'\x00\xfa\xf0Tl\xb0\xc8',25,3D,308,398500,138200,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,NEW JERSEY AVE NW,398700,137700,2012/01/22 03:20:00+00
